,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,horsepower-binned
133,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,Medium
134,3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,Medium
135,2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,Medium
136,3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,High
137,2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9197786998616875,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,High
138,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8769017980636238,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,Low
139,2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8796680497925312,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,Medium
140,2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8824343015214384,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,Medium
141,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,Medium
142,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,Medium
143,0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9045643153526972,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,Medium
144,0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,Medium
145,0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9045643153526972,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,Medium
146,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,Medium
147,0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9045643153526972,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,Medium
148,0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,Medium
149,0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9045643153526972,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,Medium
150,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,Low
151,1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,Low
152,1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8796680497925312,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,Low
153,0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8796680497925312,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,Low
154,0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,Low
155,0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8796680497925312,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,Low
156,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,Low
157,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,Low
158,0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,Low
159,0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,Low
160,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,Low
161,0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,Low
162,0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8907330567081606,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,Low
163,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,Low
164,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,Low
165,1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,Medium
166,1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8852005532503459,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,Medium
167,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,Medium
168,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,Medium
169,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,Medium
170,2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,Medium
171,2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9073305670816044,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,Medium
172,2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.9073305670816044,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,Medium
173,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,Medium
174,-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,Medium
175,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,Medium
176,-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9197786998616875,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,Medium
177,-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9197786998616875,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,Medium
178,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,High
179,3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9363762102351315,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,High
180,-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9197786998616875,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,High
181,-1,0,toyota,gas,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9197786998616875,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,High
182,2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,Low
183,2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,Medium
184,2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,Low
185,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,Medium
186,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,Medium
187,2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,Low
188,2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9059474412171508,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,Medium
189,3,0,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8879668049792532,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,Medium
190,3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8852005532503459,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,Medium
191,0,0,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,Medium
192,0,0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.9253112033195022,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,Low
193,0,0,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9253112033195022,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,Medium
194,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,Medium
195,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,Medium
196,-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,Medium
197,-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,Medium
198,-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9294605809128631,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,High
199,-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9294605809128631,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,High
200,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,Medium
201,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9515905947441217,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,High
202,-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,Medium
203,-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,Medium
204,-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9529737206085755,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,Medium
